C,Story,Emotion,Val
0.0013765648902589922,Anxiety,Anxiety,0.27565818870569053
0.0013765648902589922,Anxiety,Despair,0.27022943899185736
0.0013765648902589922,Anxiety,Irritation,0.2500302173224477
0.0013765648902589922,Anxiety,Rage,0.2040821549800048
0.0013765648902589922,Despair,Anxiety,0.2756575257833181
0.0013765648902589922,Despair,Despair,0.2702291681838761
0.0013765648902589922,Despair,Irritation,0.25003068015666713
0.0013765648902589922,Despair,Rage,0.2040826258761382
0.0013765648902589922,Irritation,Anxiety,0.19499201945224265
0.0013765648902589922,Irritation,Despair,0.23838572556043772
0.0013765648902589922,Irritation,Irritation,0.25156770179242166
0.0013765648902589922,Irritation,Rage,0.315054553194898
0.0013765648902589922,Rage,Anxiety,0.14636535503818673
0.0013765648902589922,Rage,Despair,0.2765297371885474
0.0013765648902589922,Rage,Irritation,0.21326787918002474
0.0013765648902589922,Rage,Rage,0.36383702859324124
0.0012503365985053472,Anxiety,Anxiety,0.2457448944883095
0.0012503365985053472,Anxiety,Despair,0.2605919656750785
0.0012503365985053472,Anxiety,Irritation,0.25194047360329835
0.0012503365985053472,Anxiety,Rage,0.2417226662333137
0.0012503365985053472,Despair,Anxiety,0.2457441384350255
0.0012503365985053472,Despair,Despair,0.26059161728805985
0.0012503365985053472,Despair,Irritation,0.25194103363435755
0.0012503365985053472,Despair,Rage,0.24172321064255742
0.0012503365985053472,Irritation,Anxiety,0.16258813843350506
0.0012503365985053472,Irritation,Despair,0.22601476822024572
0.0012503365985053472,Irritation,Irritation,0.2453912700549709
0.0012503365985053472,Irritation,Rage,0.3660058232912786
0.0012503365985053472,Rage,Anxiety,0.1187271570558929
0.0012503365985053472,Rage,Despair,0.26434536661483393
0.0012503365985053472,Rage,Irritation,0.2035435384944402
0.0012503365985053472,Rage,Rage,0.4133839378348328
0.0010949276909603947,Anxiety,Anxiety,0.19715354591563244
0.0010949276909603947,Anxiety,Despair,0.23693923994530117
0.0010949276909603947,Anxiety,Irritation,0.24491920720525936
0.0010949276909603947,Anxiety,Rage,0.3209880069338068
0.0010949276909603947,Despair,Anxiety,0.1971531164883136
0.0010949276909603947,Despair,Despair,0.2369390557309611
0.0010949276909603947,Despair,Irritation,0.24491952794837715
0.0010949276909603947,Despair,Rage,0.32098829983234844
0.0010949276909603947,Irritation,Anxiety,0.15151664203302462
0.0010949276909603947,Irritation,Despair,0.22104355611369422
0.0010949276909603947,Irritation,Irritation,0.23544043888744842
0.0010949276909603947,Irritation,Rage,0.39199936296583254
0.0010949276909603947,Rage,Anxiety,0.12561439161057575
0.0010949276909603947,Rage,Despair,0.24245236765235528
0.0010949276909603947,Rage,Irritation,0.2124422242615422
0.0010949276909603947,Rage,Rage,0.4194910164755266
0.0012993769408250052,Anxiety,Anxiety,0.2465346781714011
0.0012993769408250052,Anxiety,Despair,0.2643674199061142
0.0012993769408250052,Anxiety,Irritation,0.25440388463402197
0.0012993769408250052,Anxiety,Rage,0.23469401728846248
0.0012993769408250052,Despair,Anxiety,0.24653370149393608
0.0012993769408250052,Despair,Despair,0.2643669304266685
0.0012993769408250052,Despair,Irritation,0.2544046296787123
0.0012993769408250052,Despair,Rage,0.234694738400683
0.0012993769408250052,Irritation,Anxiety,0.1433944949926735
0.0012993769408250052,Irritation,Despair,0.21808251505772866
0.0012993769408250052,Irritation,Irritation,0.24459497467778277
0.0012993769408250052,Irritation,Rage,0.3939280152718149
0.0012993769408250052,Rage,Anxiety,0.09737547783497552
0.0012993769408250052,Rage,Despair,0.2639344312339745
0.0012993769408250052,Rage,Irritation,0.19095482032711766
0.0012993769408250052,Rage,Rage,0.4477352706039326
0.0013526686720615015,Anxiety,Anxiety,0.2502402862583398
0.0013526686720615015,Anxiety,Despair,0.25791524219073947
0.0013526686720615015,Anxiety,Irritation,0.2502553162546807
0.0013526686720615015,Anxiety,Rage,0.24158915529623984
0.0013526686720615015,Despair,Anxiety,0.2502397564639509
0.0013526686720615015,Despair,Despair,0.25791503309167535
0.0013526686720615015,Despair,Irritation,0.2502556735662483
0.0013526686720615015,Despair,Rage,0.24158953687812537
0.0013526686720615015,Irritation,Anxiety,0.1885260535212895
0.0013526686720615015,Irritation,Despair,0.23656748550410656
0.0013526686720615015,Irritation,Irritation,0.24746433574047683
0.0013526686720615015,Irritation,Rage,0.3274421252341273
0.0013526686720615015,Rage,Anxiety,0.15108978014635224
0.0013526686720615015,Rage,Despair,0.2641930564721949
0.0013526686720615015,Rage,Irritation,0.2196323046817232
0.0013526686720615015,Rage,Rage,0.3650848586997299
0.001248717913485119,Anxiety,Anxiety,0.28145927717739433
0.001248717913485119,Anxiety,Despair,0.2662698693127195
0.001248717913485119,Anxiety,Irritation,0.24950311056757296
0.001248717913485119,Anxiety,Rage,0.20276774294231328
0.001248717913485119,Despair,Anxiety,0.2814589123239897
0.001248717913485119,Despair,Despair,0.2662697364062755
0.001248717913485119,Despair,Irritation,0.24950336695777411
0.001248717913485119,Despair,Rage,0.2027679843119605
0.001248717913485119,Irritation,Anxiety,0.23822326099902424
0.001248717913485119,Irritation,Despair,0.24741648084778237
0.001248717913485119,Irritation,Irritation,0.25012748512938
0.001248717913485119,Irritation,Rage,0.26423277302381315
0.001248717913485119,Rage,Anxiety,0.20594348232632548
0.001248717913485119,Rage,Despair,0.268199853018548
0.001248717913485119,Rage,Irritation,0.22836596629957162
0.001248717913485119,Rage,Rage,0.2974906983555549
0.0012706134693525393,Anxiety,Anxiety,0.27332935636492256
0.0012706134693525393,Anxiety,Despair,0.26904959657732047
0.0012706134693525393,Anxiety,Irritation,0.25006320923046604
0.0012706134693525393,Anxiety,Rage,0.20755783782729087
0.0012706134693525393,Despair,Anxiety,0.273328709258806
0.0012706134693525393,Despair,Despair,0.26904936766562554
0.0012706134693525393,Despair,Irritation,0.25006369223530434
0.0012706134693525393,Despair,Rage,0.20755823084026406
0.0012706134693525393,Irritation,Anxiety,0.20300275794942652
0.0012706134693525393,Irritation,Despair,0.23721212578602122
0.0012706134693525393,Irritation,Irritation,0.2519797219557839
0.0012706134693525393,Irritation,Rage,0.30780539430876835
0.0012706134693525393,Rage,Anxiety,0.15767329914407976
0.0012706134693525393,Rage,Despair,0.27192156850600613
0.0012706134693525393,Rage,Irritation,0.2157822933638198
0.0012706134693525393,Rage,Rage,0.354622838986094
0.0012303605957677565,Anxiety,Anxiety,0.26897756784233173
0.0012303605957677565,Anxiety,Despair,0.265826022328519
0.0012303605957677565,Anxiety,Irritation,0.24976172411994832
0.0012303605957677565,Anxiety,Rage,0.21543468570920105
0.0012303605957677565,Despair,Anxiety,0.2689770380053948
0.0012303605957677565,Despair,Despair,0.2658258292196535
0.0012303605957677565,Despair,Irritation,0.24976212045397103
0.0012303605957677565,Despair,Rage,0.2154350123209807
0.0012303605957677565,Irritation,Anxiety,0.21077863221689389
0.0012303605957677565,Irritation,Despair,0.23932628286091384
0.0012303605957677565,Irritation,Irritation,0.25100934776978373
0.0012303605957677565,Irritation,Rage,0.2988857371524086
0.0012303605957677565,Rage,Anxiety,0.1713719202446639
0.0012303605957677565,Rage,Despair,0.26871342013500543
0.0012303605957677565,Rage,Irritation,0.22063435251230132
0.0012303605957677565,Rage,Rage,0.3392803071080292
0.0013467151456487893,Anxiety,Anxiety,0.29576354678085
0.0013467151456487893,Anxiety,Despair,0.2745746511828296
0.0013467151456487893,Anxiety,Irritation,0.24634460099386787
0.0013467151456487893,Anxiety,Rage,0.18331720104245267
0.0013467151456487893,Despair,Anxiety,0.29576296337036734
0.0013467151456487893,Despair,Despair,0.2745744667491142
0.0013467151456487893,Despair,Irritation,0.24634502416668771
0.0013467151456487893,Despair,Rage,0.18331754571383088
0.0013467151456487893,Irritation,Anxiety,0.22975244548351625
0.0013467151456487893,Irritation,Despair,0.24540131206410995
0.0013467151456487893,Irritation,Irritation,0.2505408779909775
0.0013467151456487893,Irritation,Rage,0.2743053644613962
0.0013467151456487893,Rage,Anxiety,0.18260214925364304
0.0013467151456487893,Rage,Despair,0.2773766439699049
0.0013467151456487893,Rage,Irritation,0.2186626575058394
0.0013467151456487893,Rage,Rage,0.3213585492706128
0.0011854113058743852,Anxiety,Anxiety,0.2763109557350067
0.0011854113058743852,Anxiety,Despair,0.26325970095863926
0.0011854113058743852,Anxiety,Irritation,0.2502706183350005
0.0011854113058743852,Anxiety,Rage,0.21015872497135338
0.0011854113058743852,Despair,Anxiety,0.2763106683217423
0.0011854113058743852,Despair,Despair,0.26325959059535087
0.0011854113058743852,Despair,Irritation,0.2502708180959914
0.0011854113058743852,Despair,Rage,0.21015892298691574
0.0011854113058743852,Irritation,Anxiety,0.24147735366475767
0.0011854113058743852,Irritation,Despair,0.24819690625384072
0.0011854113058743852,Irritation,Irritation,0.2500760658577675
0.0011854113058743852,Irritation,Rage,0.2602496742236341
0.0011854113058743852,Rage,Anxiety,0.21521830526297367
0.0011854113058743852,Rage,Despair,0.2648500439730776
0.0011854113058743852,Rage,Irritation,0.23210943854075985
0.0011854113058743852,Rage,Rage,0.287822212223189
0.0014445508294693003,Anxiety,Anxiety,0.29541494416030806
0.0014445508294693003,Anxiety,Despair,0.2748048098448678
0.0014445508294693003,Anxiety,Irritation,0.24875888944246508
0.0014445508294693003,Anxiety,Rage,0.18102135655235918
0.0014445508294693003,Despair,Anxiety,0.2954143772894434
0.0014445508294693003,Despair,Despair,0.2748045851422944
0.0014445508294693003,Despair,Irritation,0.24875927203423873
0.0014445508294693003,Despair,Rage,0.18102176553402344
0.0014445508294693003,Irritation,Anxiety,0.22025761030443247
0.0014445508294693003,Irritation,Despair,0.24601417629809952
0.0014445508294693003,Irritation,Irritation,0.25126699496222116
0.0014445508294693003,Irritation,Rage,0.28246121843524663
0.0014445508294693003,Rage,Anxiety,0.16871677898024018
0.0014445508294693003,Rage,Despair,0.28151758609450794
0.0014445508294693003,Rage,Irritation,0.2173754294409262
0.0014445508294693003,Rage,Rage,0.33239020548432596
0.0013566658732938022,Anxiety,Anxiety,0.25012140796293586
0.0013566658732938022,Anxiety,Despair,0.2581557117491914
0.0013566658732938022,Anxiety,Irritation,0.2502167039344814
0.0013566658732938022,Anxiety,Rage,0.24150617635339122
0.0013566658732938022,Despair,Anxiety,0.2501208752384984
0.0013566658732938022,Despair,Despair,0.25815550111222096
0.0013566658732938022,Despair,Irritation,0.25021706345203587
0.0013566658732938022,Despair,Rage,0.2415065601972448
0.0013566658732938022,Irritation,Anxiety,0.1880529621669104
0.0013566658732938022,Irritation,Despair,0.23668215081292826
0.0013566658732938022,Irritation,Irritation,0.24749687658537897
0.0013566658732938022,Irritation,Rage,0.32776801043478215
0.0013566658732938022,Rage,Anxiety,0.15053093620514224
0.0013566658732938022,Rage,Despair,0.26444123607252307
0.0013566658732938022,Rage,Irritation,0.2195264779655516
0.0013566658732938022,Rage,Rage,0.36550134975678317
0.0013128857815031274,Anxiety,Anxiety,0.2897251036229129
0.0013128857815031274,Anxiety,Despair,0.27131188617148827
0.0013128857815031274,Anxiety,Irritation,0.2475575851091557
0.0013128857815031274,Anxiety,Rage,0.19140542509644295
0.0013128857815031274,Despair,Anxiety,0.28972461222647067
0.0013128857815031274,Despair,Despair,0.2713117209334703
0.0013128857815031274,Despair,Irritation,0.2475579370604383
0.0013128857815031274,Despair,Rage,0.1914057297796207
0.0013128857815031274,Irritation,Anxiety,0.23323693928151598
0.0013128857815031274,Irritation,Despair,0.2463926210002191
0.0013128857815031274,Irritation,Irritation,0.2501094275691921
0.0013128857815031274,Irritation,Rage,0.2702610121490726
0.0013128857815031274,Rage,Anxiety,0.19210408959818318
0.0013128857815031274,Rage,Despair,0.2736141937389828
0.0013128857815031274,Rage,Irritation,0.22252446666389047
0.0013128857815031274,Rage,Rage,0.31175724999894333
0.0012881119854211115,Anxiety,Anxiety,0.2857980708455857
0.0012881119854211115,Anxiety,Despair,0.26888709471095174
0.0012881119854211115,Anxiety,Irritation,0.2486286400584173
0.0012881119854211115,Anxiety,Rage,0.196686194385045
0.0012881119854211115,Despair,Anxiety,0.2857976413320109
0.0012881119854211115,Despair,Despair,0.26888694325200674
0.0012881119854211115,Despair,Irritation,0.24862894402354702
0.0012881119854211115,Despair,Rage,0.19668647139243553
0.0012881119854211115,Irritation,Anxiety,0.23537447144189613
0.0012881119854211115,Irritation,Despair,0.24693055687671692
0.0012881119854211115,Irritation,Irritation,0.25008398300508794
0.0012881119854211115,Irritation,Rage,0.26761098867629873
0.0012881119854211115,Rage,Anxiety,0.1982230967206263
0.0012881119854211115,Rage,Despair,0.2710914847955501
0.0012881119854211115,Rage,Irritation,0.22523917866134763
0.0012881119854211115,Rage,Rage,0.3054462398224757
0.001467975396377474,Anxiety,Anxiety,0.30424866811696466
0.001467975396377474,Anxiety,Despair,0.2802986266069311
0.001467975396377474,Anxiety,Irritation,0.24611356065578824
0.001467975396377474,Anxiety,Rage,0.16933914462031613
0.001467975396377474,Despair,Anxiety,0.30424795890844997
0.001467975396377474,Despair,Despair,0.28029838030825116
0.001467975396377474,Despair,Irritation,0.2461140565164066
0.001467975396377474,Despair,Rage,0.16933960426689204
0.001467975396377474,Irritation,Anxiety,0.21433164704735352
0.001467975396377474,Irritation,Despair,0.24500970889353388
0.001467975396377474,Irritation,Irritation,0.25209401778533586
0.001467975396377474,Irritation,Rage,0.2885646262737765
0.001467975396377474,Rage,Anxiety,0.15591420021872393
0.001467975396377474,Rage,Despair,0.2876982337925135
0.001467975396377474,Rage,Irritation,0.21149169071160337
0.001467975396377474,Rage,Rage,0.3448958752771591
0.0013466157000119794,Anxiety,Anxiety,0.25161883847631666
0.0013466157000119794,Anxiety,Despair,0.2570115393249854
0.0013466157000119794,Anxiety,Irritation,0.24997790787675214
0.0013466157000119794,Anxiety,Rage,0.24139171432194587
0.0013466157000119794,Despair,Anxiety,0.25161836062269943
0.0013466157000119794,Despair,Despair,0.2570113513309512
0.0013466157000119794,Despair,Irritation,0.24997821415236013
0.0013466157000119794,Despair,Rage,0.24139207389398895
0.0013466157000119794,Irritation,Anxiety,0.1935214320083536
0.0013466157000119794,Irritation,Despair,0.23866491768621875
0.0013466157000119794,Irritation,Irritation,0.24712221985266652
0.0013466157000119794,Irritation,Rage,0.32069143045276105
0.0013466157000119794,Rage,Anxiety,0.15755158510239892
0.0013466157000119794,Rage,Despair,0.26422395563862644
0.0013466157000119794,Rage,Irritation,0.22188501038878236
0.0013466157000119794,Rage,Rage,0.3563394488701924
0.0012384931892051093,Anxiety,Anxiety,0.2835183431301725
0.0012384931892051093,Anxiety,Despair,0.2675933971524206
0.0012384931892051093,Anxiety,Irritation,0.24849597695913553
0.0012384931892051093,Anxiety,Rage,0.2003922827582711
0.0012384931892051093,Despair,Anxiety,0.2835179439301104
0.0012384931892051093,Despair,Despair,0.2675932637431136
0.0012384931892051093,Despair,Irritation,0.24849626651362572
0.0012384931892051093,Despair,Rage,0.20039252581315023
0.0012384931892051093,Irritation,Anxiety,0.2387057556546578
0.0012384931892051093,Irritation,Despair,0.2471441974909551
0.0012384931892051093,Irritation,Irritation,0.24997138966505011
0.0012384931892051093,Irritation,Rage,0.264178657189337
0.0012384931892051093,Rage,Anxiety,0.20536212401423756
0.0012384931892051093,Rage,Despair,0.26913620945201755
0.0012384931892051093,Rage,Irritation,0.22691878210812794
0.0012384931892051093,Rage,Rage,0.29858288442561665
0.0013141985571752948,Anxiety,Anxiety,0.2850198674983407
0.0013141985571752948,Anxiety,Despair,0.2684546061059834
0.0013141985571752948,Anxiety,Irritation,0.2493382973033955
0.0013141985571752948,Anxiety,Rage,0.1971872290922804
0.0013141985571752948,Despair,Anxiety,0.28501945108737076
0.0013141985571752948,Despair,Despair,0.26845444721872325
0.0013141985571752948,Despair,Irritation,0.24933858667516184
0.0013141985571752948,Despair,Rage,0.19718751501874407
0.0013141985571752948,Irritation,Anxiety,0.23397066581079384
0.0013141985571752948,Irritation,Despair,0.24691416381446826
0.0013141985571752948,Irritation,Irritation,0.25031581391222385
0.0013141985571752948,Irritation,Rage,0.268799356462514
0.0013141985571752948,Rage,Anxiety,0.19636999039216368
0.0013141985571752948,Rage,Despair,0.27113108949840775
0.0013141985571752948,Rage,Irritation,0.2256244227028588
0.0013141985571752948,Rage,Rage,0.3068744974065698
0.0013677098187851525,Anxiety,Anxiety,0.2500946271767054
0.0013677098187851525,Anxiety,Despair,0.2587880270414228
0.0013677098187851525,Anxiety,Irritation,0.25042963420663
0.0013677098187851525,Anxiety,Rage,0.240687711575242
0.0013677098187851525,Despair,Anxiety,0.25009405679519897
0.0013677098187851525,Despair,Despair,0.2587877942460611
0.0013677098187851525,Despair,Irritation,0.2504300307868639
0.0013677098187851525,Despair,Rage,0.24068811817187608
0.0013677098187851525,Irritation,Anxiety,0.18471917188845943
0.0013677098187851525,Irritation,Despair,0.23508982025704328
0.0013677098187851525,Irritation,Irritation,0.2477943937850678
0.0013677098187851525,Irritation,Rage,0.3323966140694295
0.0013677098187851525,Rage,Anxiety,0.14590973786749595
0.0013677098187851525,Rage,Despair,0.2646733875231086
0.0013677098187851525,Rage,Irritation,0.21768083395639712
0.0013677098187851525,Rage,Rage,0.37173604065299787
0.0012103461650510323,Anxiety,Anxiety,0.27987284175798977
