C,Story,Emotion,Val
0.0037253531108008774,Anxiety,Anxiety,0.27763154467725093
0.0037253531108008774,Anxiety,Despair,0.524361424424768
0.0037253531108008774,Anxiety,Irritation,0.1664293322719361
0.0037253531108008774,Anxiety,Rage,0.03157769862604551
0.0037253531108008774,Despair,Anxiety,0.015500356024612716
0.0037253531108008774,Despair,Despair,0.8740159796848819
0.0037253531108008774,Despair,Irritation,0.005043544859131492
0.0037253531108008774,Despair,Rage,0.10544011943137394
0.0037253531108008774,Irritation,Anxiety,0.20836521331460098
0.0037253531108008774,Irritation,Despair,0.1285659012863454
0.0037253531108008774,Irritation,Irritation,0.33879140354211956
0.0037253531108008774,Irritation,Rage,0.3242774818569339
0.0037253531108008774,Rage,Anxiety,0.0023138793001275626
0.0037253531108008774,Rage,Despair,0.1438956153752034
0.0037253531108008774,Rage,Irritation,0.0034073232365497176
0.0037253531108008774,Rage,Rage,0.8503831820881195
0.003919220706439714,Anxiety,Anxiety,0.30215608112817866
0.003919220706439714,Anxiety,Despair,0.5093954522256983
0.003919220706439714,Anxiety,Irritation,0.17785213807151387
0.003919220706439714,Anxiety,Rage,0.010596328574609262
0.003919220706439714,Despair,Anxiety,5.8045249828554875e-06
0.003919220706439714,Despair,Despair,0.9974580603255999
0.003919220706439714,Despair,Irritation,0.0006125030563194898
0.003919220706439714,Despair,Rage,0.0019236320930977587
0.003919220706439714,Irritation,Anxiety,0.21368873148103204
0.003919220706439714,Irritation,Despair,0.1118211086399168
0.003919220706439714,Irritation,Irritation,0.35644446869224317
0.003919220706439714,Irritation,Rage,0.318045691186808
0.003919220706439714,Rage,Anxiety,0.0023785337346081165
0.003919220706439714,Rage,Despair,0.02286445795280551
0.003919220706439714,Rage,Irritation,0.0019012726546907643
0.003919220706439714,Rage,Rage,0.9728557356578956
0.0037626245550922166,Anxiety,Anxiety,0.2942302563294748
0.0037626245550922166,Anxiety,Despair,0.5217363424601859
0.0037626245550922166,Anxiety,Irritation,0.1644698121070975
0.0037626245550922166,Anxiety,Rage,0.019563589103242126
0.0037626245550922166,Despair,Anxiety,0.006850784528949465
0.0037626245550922166,Despair,Despair,0.9427491607316371
0.0037626245550922166,Despair,Irritation,0.0026203867588495385
0.0037626245550922166,Despair,Rage,0.04777966798056405
0.0037626245550922166,Irritation,Anxiety,0.21733219192435577
0.0037626245550922166,Irritation,Despair,0.15561039871556256
0.0037626245550922166,Irritation,Irritation,0.35091419498256515
0.0037626245550922166,Irritation,Rage,0.27614321437751704
0.0037626245550922166,Rage,Anxiety,0.0024680106279011843
0.0037626245550922166,Rage,Despair,0.22493149767568732
0.0037626245550922166,Rage,Irritation,0.00495664485002686
0.0037626245550922166,Rage,Rage,0.7676438468463849
0.0030922536158881292,Anxiety,Anxiety,0.17759109210684088
0.0030922536158881292,Anxiety,Despair,0.6688582121172332
