C,Story,Emotion,Val
0.001201087864965215,Anxiety,Anxiety,0.2866218736006658
0.001201087864965215,Anxiety,Despair,0.26610214153051126
0.001201087864965215,Anxiety,Irritation,0.24968100126015863
0.001201087864965215,Anxiety,Rage,0.19759498360866415
0.001201087864965215,Despair,Anxiety,0.2548656116855107
0.001201087864965215,Despair,Despair,0.28890328271583926
0.001201087864965215,Despair,Irritation,0.22284681214122534
0.001201087864965215,Despair,Rage,0.23338429345742479
0.001201087864965215,Irritation,Anxiety,0.28715632797480695
0.001201087864965215,Irritation,Despair,0.24268482784944642
0.001201087864965215,Irritation,Irritation,0.2661550684286131
0.001201087864965215,Irritation,Rage,0.20400377574713363
0.001201087864965215,Rage,Anxiety,0.22233398752186245
0.001201087864965215,Rage,Despair,0.27184034199209306
0.001201087864965215,Rage,Irritation,0.22725366725146195
0.001201087864965215,Rage,Rage,0.2785720032345824
0.0012632213348532117,Anxiety,Anxiety,0.25083431717450017
0.0012632213348532117,Anxiety,Despair,0.2584012112187867
0.0012632213348532117,Anxiety,Irritation,0.25714870423389363
0.0012632213348532117,Anxiety,Rage,0.23361576737281958
0.0012632213348532117,Despair,Anxiety,0.1816459897198919
0.0012632213348532117,Despair,Despair,0.30447920474019696
0.0012632213348532117,Despair,Irritation,0.2038383275560652
0.0012632213348532117,Despair,Rage,0.3100364779838457
0.0012632213348532117,Irritation,Anxiety,0.2524663738202288
0.0012632213348532117,Irritation,Despair,0.211695013426299
0.0012632213348532117,Irritation,Irritation,0.2845701422846895
0.0012632213348532117,Irritation,Rage,0.2512684704687827
0.0012632213348532117,Rage,Anxiety,0.12677300692252802
0.0012632213348532117,Rage,Despair,0.2712987652545548
0.0012632213348532117,Rage,Irritation,0.20402875815079716
0.0012632213348532117,Rage,Rage,0.39789946967211987
0.0014287925261289248,Anxiety,Anxiety,0.26298771339936167
0.0014287925261289248,Anxiety,Despair,0.26839713074402577
0.0014287925261289248,Anxiety,Irritation,0.26512536478961896
0.0014287925261289248,Anxiety,Rage,0.20348979106699341
0.0014287925261289248,Despair,Anxiety,0.1496671263572251
0.0014287925261289248,Despair,Despair,0.34072302201938365
0.0014287925261289248,Despair,Irritation,0.1773898502249
